Env	DistB73	SS	NSS	TS	INBRED	DTT_Inbred	PltYield_Inbred	TSLLEN_Inbred	TSLBCHCNT_Inbred	TSLANG_Inbred	PLTHT_Inbred	UPLFANG_Inbred	LFWDT_Inbred	LFLEN_Inbred	RPR_Inbred	STLKWDT_Inbred	10KWt_Inbred	CobDia_Inbred	KnlHgt_Inbred	EarLength_Inbred	CobWt_Inbred	TotKnlWt_Inbred	DTT_B73	PltYield_B73	TSLLEN_B73	TSLBCHCNT_B73	TSLANG_B73	PLTHT_B73	UPLFANG_B73	LFWDT_B73	LFLEN_B73	RPR_B73	STLKWDT_B73	10KWt_B73	CobDia_B73	KnlHgt_B73	EarLength_B73	CobWt_B73	TotKnlWt_B73	DTT_Hyb	PltYield_Hyb	TSLLEN_Hyb	TSLBCHCNT_Hyb	TSLANG_Hyb	PLTHT_Hyb	UPLFANG_Hyb	LFWDT_Hyb	LFLEN_Hyb	RPR_Hyb	STLKWDT_Hyb	10KWt_Hyb	CobDia_Hyb	KnlHgt_Hyb	EarLength_Hyb	CobWt_Hyb	TotKnlWt_Hyb	DTT_bph	PltYield_bph	TSLLEN_bph	TSLBCHCNT_bph	TSLANG_bph	PLTHT_bph	UPLFANG_bph	LFWDT_bph	LFLEN_bph	RPR_bph	STLKWDT_bph	10KWt_bph	CobDia_bph	KnlHgt_bph	EarLength_bph	CobWt_bph	TotKnlWt_bph
03M	1.78058617	0.004	0.993	0.003	CH701-30	67	.	.	.	.	158	54	100.2	628.6	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	62	127.24	.	.	.	217	56	107.6	932	.	.	2.36	24.412	16.884	173.808	21.34	127.18	3.275	.	.	.	.	7.35	12.85	6.07	78.305	.	.	.	.	.	.	.	.
03M	1.5182219	0.003	0.992	0.005	CH9	69	26.5	.	.	.	119	57	98.8	632.2	.	.	1.8	22.658	11.814	103.394	13.46	25.16	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	63	135.58	.	.	.	207	66	108.4	864.4	.	.	2.4	28.076	18.226	166.044	26.64	135.7	2.275	8.544605263	.	.	.	26.85	11.35	5.37	76.505	.	.	0.015	0.841065789	1.161171053	8.119118421	0.156315789	9.096973684
03M	1.68527599	0.006	0.992	0.002	CI187-2	80	.	.	.	.	99	12	79.4	641.4	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	78.14	.	.	.	227	59	88.8	856.4	.	.	2.32	22.902	16.696	131.478	19.18	75.38	3.225	.	.	.	.	36.85	33.85	4.33	71.905	.	.	.	.	.	.	.	.
03M	1.5182219	0.119	0.866	0.015	CI21E	79	35.975	.	.	.	130	70	102	759.8	.	.	2.35	23.46	14.735	113.6525	15.35	35.175	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	162.22	.	.	.	236	70	113.6	1000.4	.	.	2.68	27.048	21.034	177.898	30.68	164.3	2.725	3.807105263	.	.	.	21.35	4.85	6.97	12.705	.	.	0.29	0.440065789	0.299328947	2.989868421	1.101315789	4.089473684
03M	1.71604765	0.004	0.749	0.247	CI28A	75	46.96	.	.	.	153	66	106	750.4	.	.	2.78	21.752	16.392	109.098	16.84	46.88	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	183.24	.	.	.	220	55	103.2	979	.	.	2.9	27.658	19.326	191.028	37.58	183.58	0.725	1.685394737	.	.	.	9.85	6.85	8.97	17.405	.	.	0.505	1.294065789	1.127828947	5.267118421	1.846315789	1.763026316
03M	1.65542303	0.002	0.994	0.004	CI31A	79	13.72	.	.	.	114	59	76.4	641.2	.	.	1.92	16.57	12.752	83.54	5.12	13.46	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	74.36	.	.	.	236	66	96	947	.	.	1.94	33.714	15.024	154.122	17.46	74.3	2.725	14.93460526	.	.	.	29.35	10.35	5.83	72.005	.	.	0.075	3.885065789	0.692171053	18.04611842	4.013684211	14.94697368
03M	1.46821148	0.083	0.905	0.012	CI3A	74	70.6	.	.	.	186	63	106	711	.	.	2.64	27.944	16.544	112.266	17.36	70.08	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	68	160.02	.	.	.	267	73	111.6	1001.2	.	.	2.38	28.92	17.768	177.564	32.9	154.8	0.225	13.50539474	.	.	.	6.65	8.35	8.97	37.105	.	.	0.435	1.801934211	1.203828947	3.683118421	2.106315789	13.36302632
03M	1.78058617	0.011	0.988	0.001	CI44	83	41.28	.	.	.	137	69	80.2	699.2	.	.	1.9	21.706	16.546	97.15	9	40.46	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	146.58	.	.	.	243	65	100.2	946.8	.	.	2.12	28.348	20.75	164.89	27.1	146.68	4.725	1.154605263	.	.	.	17.85	5.35	3.93	43.005	.	.	0.065	1.317065789	1.204828947	11.24111842	2.073684211	1.446973684
03M	1.74779635	0.012	0.986	0.002	CI64	83	.	.	.	.	135	55	78.4	685.4	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	199.2	.	.	.	245	77	102.4	941.6	.	.	2.8	28.118	21.04	197.684	33.64	199.14	4.725	.	.	.	.	18.85	12.35	4.83	49.905	.	.	.	.	.	.	.	.
03M	1.4929041	0.011	0.935	0.054	CI66	89	.	.	.	.	112	72.5	79.6	671.2	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	125.7	.	.	.	225	75	112.6	918.2	.	.	2.62	26.38	19.546	147.658	21.1	124.68	7.725	.	.	.	.	30.35	3.6	4.23	57.005	.	.	.	.	.	.	.	.
03M	1.84957904	0.004	0.994	0.002	CI7	82	26.45	.	.	.	162	80	86.8	860	.	.	1.975	21.1825	11.5325	96.2175	11.5	26.075	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	185.38	.	.	.	258	70	105.6	995.4	.	.	2.58	27.058	17.634	189.314	35.36	190.24	4.225	8.569605263	.	.	.	5.35	0.15	0.63	37.395	.	.	0.1025	1.578815789	1.301921053	11.70736842	0.823684211	8.639473684
03M	1.88594668	0.003	0.737	0.26	CI90C	86	.	.	.	.	139	50	81.2	813.4	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	125.34	.	.	.	229	66	102.2	904.8	.	.	1.56	25.42	17.026	165.036	25.14	125.4	6.225	.	.	.	.	16.85	14.85	3.43	14.095	.	.	.	.	.	.	.	.
03M	1.71604765	0.002	0.997	0.001	CI91B	76	25.175	.	.	.	120	57	86.2	581	.	.	1.975	15.8575	16.1075	101.815	6.05	20.375	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	0.89132411	0.997	0.002	0.001	CM174	61	58.58	.	.	.	137	27.5	72.8	687.4	.	.	1.78	26.858	10.232	129.194	18.82	42.38	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	61	102.34	.	.	.	204	56	97.2	947.2	.	.	1.96	28.802	14.832	185.47	25.64	102.32	6.275	7.495394737	.	.	.	17.85	26.1	7.63	48.905	.	.	0.005	1.258934211	1.952171053	4.780881579	2.836315789	0.486973684
03M	1.71604765	0.013	0.969	0.018	CM37	53	.	.	.	.	89	43.75	56.8	575.8	.	.	1.25	18.14	8.505	161.46	6.1	6.05	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	60	152.24	.	.	.	219	67	104.4	895.6	.	.	2.32	27.26	15.506	239.554	33.38	151.74	10.275	.	.	.	.	41.85	17.975	15.63	104.705	.	.	0.26	3.100065789	2.815671053	20.91388158	3.523684211	18.65197368
03M	1.1927995	0.059	0.939	0.002	CM7	59	16.98	.	.	.	89	31	73.6	603.4	.	.	2.18	20.574	9.124	82.52	5.88	16.96	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	59	136.76	.	.	.	205	54	95.6	829	.	.	2.86	28.552	16.816	173.34	29.02	133.275	7.275	13.30460526	.	.	.	41.85	24.35	7.23	90.905	.	.	0.205	1.883065789	2.506171053	18.55611842	3.633684211	13.19697368
03M	1.67397643	0.002	0.002	0.996	CML10	101	.	.	.	.	.	85	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	77	150.12	.	.	.	272	77	95.6	1049.8	.	.	2.84	26.844	17.838	183.788	31.18	150.04	13.725	.	.	.	.	.	2.65	.	.	.	.	.	.	.	.	.	.
03M	2.0907411	0.003	0.005	0.992	CML103	85	90.44	.	.	.	145	77	100.6	737.8	.	.	2.3	23.632	14.906	153.362	16.02	62.76	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	361.0666667	.	.	.	250	61.25	123.25	945	.	.	3.333333333	28.19333333	23.04333333	200.41	36.93333333	316.5333333	5.725	23.42539474	.	.	.	13.85	1.35	6.27	23.705	.	.	0.265	0.354065789	0.384828947	16.86488158	1.436315789	9.703026316
03M	1.88594668	0.002	0.099	0.899	CML108	83	43.12	.	.	.	117	68	92.4	675.6	.	.	2.02	25.386	10.344	114.806	18.18	43.28	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	184.2	.	.	.	234	61	107.4	995.4	.	.	2.8	31.506	18.674	188.676	42.82	183.86	4.725	0.234605263	.	.	.	27.85	5.85	2.17	54.805	.	.	0.125	0.522934211	1.896171053	2.413118421	2.516315789	0.036973684
03M	1.74779635	0.003	0.002	0.995	CML11	91	.	.	.	.	151	.	70.2	565.2	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	75	105.7	.	.	.	273	75	92.6	1095	.	.	2.62	27.058	14.986	158.418	23.44	105.68	8.725	.	.	.	.	10.85	.	8.93	110.005	.	.	.	.	.	.	.	.
03M	2.23734457	0.001	0.001	0.998	CML14	107	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	79	139.02	.	.	.	250	76	114	1030.4	.	.	2.66	25.892	20.116	157.164	26.42	137.5	16.725	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	1.59826461	0.002	0.005	0.993	CML154Q	85	.	.	.	.	117	66	74.8	769.2	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	142.26	.	.	.	257	57	89.8	967.8	.	.	2.56	28.88	16.74	175.656	32	142.34	5.725	.	.	.	.	27.85	6.85	6.63	8.005	.	.	.	.	.	.	.	.
03M	1.78058617	0.004	0.018	0.978	CML157Q	85	56.84	.	.	.	183	78	98	900	.	.	2.06	25.132	10.78	112.14	16.64	39.8	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	99.4	.	.	.	254	71	106.2	1047.2	.	.	2.28	26.598	16.562	136.342	18.72	99.4	5.725	6.625394737	.	.	.	5.15	0.85	4.97	57.395	.	.	0.145	0.395934211	1.678171053	3.746118421	1.746315789	1.776973684
03M	1.71604765	0.01	0.018	0.972	CML158Q	91	7.7	.	.	.	156	.	115	875.6	.	.	1.3	21.81	6.235	116.76	11.975	7.7	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	74	144.6	.	.	.	264	68	115.4	1043.8	.	.	2.38	30.82	17.176	172.768	31.82	147.68	8.725	17.94460526	.	.	.	8.35	.	13.47	45.195	.	.	0.235	1.265065789	3.950671053	1.436118421	0.586184211	17.82697368
03M	1.78058617	0.01	0.301	0.689	CML218	84	32.04	.	.	.	179	87	119.4	1013.6	.	.	1.84	23.422	7.906	133.922	16.74	32.08	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	.	.	.	.	.	245	68	115	1047	.	.	2.9	27.66	17.536	176.454	27.02	153.92	.	.	.	.	.	3.15	3.65	15.67	114.195	.	.	0.035	0.459065789	3.115171053	7.144881579	1.796315789	5.636973684
03M	1.54419739	0.059	0.053	0.888	CML220	76	.	.	.	.	101	62	77	728.4	.	.	1.3	24.88	7.36	96.2	4.8	12.5	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	68	118.24	.	.	.	231	67	102.2	971.6	.	.	2.48	29.244	17.742	155.384	22.82	118.16	1.225	.	.	.	.	35.85	8.85	5.53	28.405	.	.	0.235	0.269934211	3.388171053	11.71611842	4.173684211	15.42697368
03M	2.13726111	0.003	0.002	0.995	CML228	102	.	.	.	.	.	72	97.2	792.2	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	73	132.04	.	.	.	239	73	109.4	1085.8	.	.	2.26	27.18	15.336	174.184	23.66	128.96	14.225	.	.	.	.	.	3.85	4.57	3.495	.	.	.	.	.	.	.	.
03M	1.81448772	0.001	0.004	0.995	CML238	100	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	108.12	.	.	.	217	62	112	981.4	.	.	2.9	29.494	16.698	141.324	24.56	108.1	13.225	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	1.92368701	0.003	0.006	0.991	CML247	101	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	74	123.04	.	.	.	239	70	114.6	1016.4	.	.	2.46	27.602	17.418	166.926	27.92	122.96	13.725	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	2.16332303	0.001	0.002	0.997	CML258	101	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	77	100.88	.	.	.	263	72	95.6	1075.2	.	.	2.66	28.156	16.06	148.95	21.26	100.96	13.725	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	1.44411393	0.016	0.004	0.98	CML261	103	.	.	.	.	.	80	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	79	43.2	.	.	.	262	72	96.2	994.2	.	.	2.4	25.068	12.046	129.948	16.6	52.56	14.725	.	.	.	.	.	0.15	.	.	.	.	.	.	.	.	.	.
03M	2.29141179	0.002	0.001	0.997	CML264	114	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	76	147.14	.	.	.	255	64	114	1024	.	.	2.38	26.462	21.458	153.23	27.82	147.52	20.225	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	2.18605128	0.001	0.004	0.995	CML277	93	.	.	.	.	165	88	84.33333333	833	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	74	131.98	.	.	.	252	78	101.2	1021.6	.	.	2.8	28.558	16.412	154.456	31.48	131.92	9.725	.	.	.	.	3.85	4.15	1.863333335	23.895	.	.	.	.	.	.	.	.
03M	1.96290773	0.023	0.046	0.931	CML281	114	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	80	113.36	.	.	.	256	73	102.4	1064.2	.	.	2.78	26.92	18.27	144.748	23.94	113.3	20.225	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	2.18605128	0.004	0.022	0.974	CML287	98	.	.	.	.	.	79	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	75	138.14	.	.	.	284	73	106	1075.4	.	.	8.8	27.954	17.236	175.14	36.2	144.26	12.225	.	.	.	.	.	0.35	.	.	.	.	.	.	.	.	.	.
03M	1.88594668	0.004	0.114	0.882	CML311	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	74	85.48	.	.	.	270	71	91.2	980	.	.	2.16	28.326	14.404	138.664	18.98	85.46	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	1.84957904	0.003	0.002	0.995	CML314	81	57.675	.	.	.	196	68	90.2	878	.	.	2.425	21.8975	12.41	122.4075	16.425	40.45	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	160.84	.	.	.	242	60	101.4	1021.6	.	.	2.88	26.364	19.394	168.53	28.12	162.5	3.725	7.042894737	.	.	.	11.65	5.85	1.07	46.395	.	.	0.3275	1.221315789	0.863171053	1.387631579	1.638815789	1.451973684
03M	1.96290773	0.027	0.008	0.965	CML321	105	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	74	139.34	.	.	.	275	62	114.6	1099.8	.	.	2.62	27.066	17.274	178.57	28.4	136.88	15.725	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	2.00372972	0.01	0.005	0.985	CML322	81	74.43333333	.	.	.	157	55	114	718.8	.	.	1.783333333	24.34166667	15.72	124.8783333	17.45	63.43333333	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	130.58	.	.	.	246	63	112.6	960.6	.	.	2.18	26.58	17.714	153.634	23.42	130.6	3.725	15.4220614	.	.	.	7.85	12.35	12.97	33.205	.	.	0.006666666	0.000767546	0.791828947	2.623048229	2.151315789	10.03969298
03M	1.68527599	0.007	0.34	0.653	CML323	89	8.04	.	.	.	109	66.25	75.2	840	.	.	1.44	21.086	7.994	102.452	9.64	7.9	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	136.64	.	.	.	240	68	109.2	1055.8	.	.	2.725	28.74	15.994	173.446	22.88	136.78	7.725	17.77460526	.	.	.	31.85	6.725	6.43	27.395	.	.	0.165	1.627065789	3.071171053	8.590118421	1.753684211	17.72697368
03M	1.57086564	0.002	0.357	0.641	CML328	87	26.98	.	.	.	182	68	96.8	640.2	.	.	1.44	20.854	10.404	93.964	9.16	26.76	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	154	.	.	.	236	57	99.6	861.8	.	.	2.34	26.578	18.072	180.45	28.02	153.94	6.725	8.304605263	.	.	.	4.65	5.85	4.37	72.505	.	.	0.165	1.743065789	1.866171053	12.83411842	1.993684211	8.296973684
03M	2.18605128	0.002	0.003	0.995	CML331	106	.	.	.	.	.	89	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	74	140.86	.	.	.	242	74	113.2	1059.8	.	.	3.1	27.726	20.238	155.298	25.88	138.48	16.225	.	.	.	.	.	4.65	.	.	.	.	.	.	.	.	.	.
03M	2.40919483	0.002	0.003	0.995	CML332	89	.	.	.	.	121	80	93.4	816.8	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	141.46	.	.	.	242	66	114.8	1033.6	.	.	3.24	28.22	21.874	142.028	25.46	141.22	7.725	.	.	.	.	25.85	0.15	2.67	15.795	.	.	.	.	.	.	.	.
03M	1.92368701	0.013	0.029	0.958	CML333	85	4.433333333	.	.	.	132	86	86.2	617.8	.	.	1.566666667	16.12666667	5.176666667	84.23	4.7	4.6	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	73	124.58	.	.	.	243	68	107.4	1041.8	.	.	3.1	28.256	16.348	154.358	29.26	123.98	5.725	19.5779386	.	.	.	20.35	3.15	0.93	83.705	.	.	0.101666667	4.106732454	4.479837719	17.70111842	4.223684211	19.37697368
03M	2.04628933	0.002	0.004	0.994	CML341	98	.	.	.	.	.	89	.	.	.	.	0.8	18.09	5.58	104.62	10	0.8	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	74	165.9	.	.	.	258	73	118	1055.6	.	.	3.3	30.022	19.44	158.534	29.6	166.08	12.225	.	.	.	.	.	4.65	.	.	.	.	0.485	3.125065789	4.278171053	7.506118421	1.573684211	21.27697368
03M	2.18605128	0.006	0.165	0.829	CML349	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	64.34	.	.	.	252	53	103.4	860.4	.	.	2.6	25.34	15.498	138.892	14.56	64.52	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	2.13726111	0.001	0.002	0.997	CML38	93	.	.	.	.	146	.	110	655.6	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	75	137.6	.	.	.	231	75	127.4	967.4	.	.	2.88	29.736	19.334	165.172	29.46	137.6	9.725	.	.	.	.	13.35	.	10.97	64.805	.	.	.	.	.	.	.	.
03M	2.50843715	0.001	0.034	0.965	CML5	99	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	77	105.58	.	.	.	275	71	93.8	1060.6	.	.	2.86	22.936	18.052	163.674	21.52	104.06	12.725	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	2.0907411	0.002	0.01	0.988	CML52	101	11.08	.	.	.	.	.	.	.	.	.	0.76	18.788	7.96	101.06	7.42	11.06	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	75	100.7	.	.	.	282	49	93	1049	.	.	2.42	33.654	17.44	148.532	19.72	100.72	13.725	16.25460526	.	.	.	.	.	.	.	.	.	0.505	2.776065789	3.088171053	9.286118421	2.863684211	16.14697368
03M	2.04628933	0.006	0.028	0.966	CML69	103	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	72	177.58	.	.	.	264	59	111	1064.6	.	.	3.06	26.836	17.756	179.23	31	170.16	14.725	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	1.62643549	0.005	0.302	0.693	CML77	81	.	.	.	.	125	60	106	731	.	.	1.6	24.29	17.44	97.9	6.3	35.6	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	70	86.4	.	.	.	235	61	104.8	1007.2	.	.	1.88	29.576	14.794	148.222	22.68	86.38	3.725	.	.	.	.	23.85	9.85	8.97	27.105	.	.	0.085	0.025065789	1.651828947	10.86611842	3.423684211	3.876973684
03M	1.88594668	0.014	0.001	0.985	CML9	103	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	77	138.26	.	.	.	250	77	106.8	949.6	.	.	2.64	27.046	19.152	157.892	32	138.24	14.725	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.	.
03M	1.81448772	0.015	0.218	0.767	CML91	87	6.88	.	.	.	182	75	102.8	781.6	.	.	1.64	18.73	8.056	103.996	9.24	6.86	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	69	213.18	.	.	.	246	74	119.4	967.2	.	.	3.38	29.152	19.752	196.026	39.28	214.2	6.725	18.35460526	.	.	.	4.65	2.35	7.37	1.805	.	.	0.065	2.805065789	3.040171053	7.818118421	1.953684211	18.24697368
03M	1.39759392	0.096	0.275	0.629	CML92	85	.	.	.	.	150	83	76.6	826.4	.	.	.	.	.	.	.	.	73.55	43.58921053	.	.	.	172.7	79.7	88.06	785.21	.	.	1.77	24.34013158	14.13634211	119.6322368	13.14736842	43.35394737	71	92.58	.	.	.	255	72	103.8	1047.6	.	.	2.72	26.72	17.34	169.292	23.3	92.66	5.725	.	.	.	.	11.35	1.65	5.73	20.595	.	.	.	.	.	.	.	.
